Symbol,Date,Open,High,Low,Close,Volume
205500,2014-11-12,13415,14640,12965,13065,2646378
205500,2014-11-13,13094,13160,12994,13030,36833
205500,2014-11-14,12995,13125,12995,13095,160944
205500,2014-11-17,13225,13225,12965,13225,37844
205500,2014-11-18,13030,13225,13030,13225,30850
205500,2014-11-19,13160,13225,13125,13225,20369
205500,2014-11-20,13225,13255,13060,13195,48002
205500,2014-11-21,13190,13225,13030,13030,25070
205500,2014-11-24,12995,13095,12930,13095,46148
205500,2014-11-25,13060,13095,12929,13065,2570
205500,2014-11-26,12930,12995,12930,13000,1060
205500,2014-11-27,12930,13160,12930,13160,451
205500,2014-11-28,12965,13160,12965,13160,2013
205500,2014-12-01,12930,13160,12900,13160,15261
205500,2014-12-02,12930,13095,12930,13095,71
205500,2014-12-03,13095,13095,13060,13095,70000
205500,2014-12-04,12965,13095,12900,13095,6387
205500,2014-12-05,13030,13030,13030,13030,0
205500,2014-12-08,12965,12965,12900,12935,39146
205500,2014-12-09,12930,12930,12870,12905,121377
205500,2014-12-10,12900,12900,12900,12905,34346
205500,2014-12-11,12900,12930,12900,12905,26874
205500,2014-12-12,12900,12930,12870,12870,86019
205500,2014-12-15,12900,12900,12870,12870,213810
205500,2014-12-16,12870,12900,12870,12905,69030
205500,2014-12-17,12900,12900,12870,12905,17620
205500,2014-12-18,12900,12900,12835,12840,16546
205500,2014-12-19,12900,12930,12835,12905,17399
205500,2014-12-22,12900,12900,12870,12905,13201
205500,2014-12-23,12870,12930,12870,12935,75288
205500,2014-12-24,12870,12900,12870,12905,29227
205500,2014-12-26,12900,12900,12870,12905,62825
205500,2014-12-29,12900,12930,12870,12935,36935
205500,2014-12-30,12900,12900,12835,12905,113851
205500,2015-01-02,12900,12900,12870,12905,10268
205500,2015-01-05,12930,12930,12870,12905,17445
205500,2015-01-06,12900,12965,12900,12965,41208
205500,2015-01-07,12930,12930,12900,12935,61235
205500,2015-01-08,12965,12995,12930,12965,48775
205500,2015-01-09,12965,13030,12930,13030,59974
205500,2015-01-12,12965,13095,12965,13095,31639
205500,2015-01-13,12994,13030,12930,13030,17742
205500,2015-01-14,13030,13094,12965,13030,238022
205500,2015-01-15,13030,13190,13030,13130,64316
205500,2015-01-16,13160,13255,13160,13255,61087
205500,2015-01-19,13189,13349,13189,13255,48287
205500,2015-01-20,13255,13320,13225,13320,39978
205500,2015-01-21,13350,13415,13350,13420,29318
205500,2015-01-22,13515,13515,13349,13355,11
205500,2015-01-23,13350,13515,13320,13485,17555
205500,2015-01-26,13480,13545,13480,13485,3500
205500,2015-01-27,13450,13805,13450,13580,92396
205500,2015-01-28,13805,13805,13480,13675,28961
205500,2015-01-29,13545,13640,13480,13550,38951
205500,2015-01-30,13544,14060,13515,13610,132504
205500,2015-02-02,13609,13805,13545,13645,291492
205500,2015-02-03,13835,13965,13740,13965,29735
205500,2015-02-04,14124,14415,14124,14130,23844
205500,2015-02-05,14125,14160,13965,14000,182527
205500,2015-02-06,13929,14095,13929,13965,109098
205500,2015-02-09,13965,14030,13870,14030,8859
205500,2015-02-10,14029,14029,13835,13935,90286
205500,2015-02-11,13929,13995,13870,13905,30545
205500,2015-02-12,13870,13995,13740,14000,82184
205500,2015-02-13,13995,14125,13640,14000,99455
205500,2015-02-16,13995,14125,13995,14065,3942
205500,2015-02-17,14125,14515,14060,14355,89935
205500,2015-02-23,14675,16030,14640,15000,180341
205500,2015-02-24,15480,15480,14835,15290,102246
205500,2015-02-25,15609,17095,15285,15385,147751
205500,2015-02-26,14320,15705,14320,15000,42352
205500,2015-02-27,15285,15285,14190,14645,339640
205500,2015-03-02,15125,15125,14610,14840,147173
205500,2015-03-03,14835,15320,14675,14840,46415
205500,2015-03-04,14769,15225,14769,15225,37126
205500,2015-03-05,14900,16060,14900,15935,128627
205500,2015-03-06,16705,16705,15900,15935,48971
205500,2015-03-09,15930,16094,15514,15550,67957
205500,2015-03-10,15545,15545,14610,15030,94960
205500,2015-03-11,14705,14995,14515,14840,69226
205500,2015-03-12,14930,15740,14705,15030,31308
205500,2015-03-13,15095,15575,14965,15320,46629
205500,2015-03-16,15350,16515,15350,16225,79242
205500,2015-03-17,0,0,0,16225,0
205500,2015-03-18,0,0,0,16225,0
205500,2015-03-19,0,0,0,16225,0
205500,2015-03-20,0,0,0,16225,0
205500,2015-03-23,0,0,0,16225,0
205500,2015-03-24,0,0,0,16225,0
205500,2015-03-25,0,0,0,16225,0
205500,2015-03-26,0,0,0,16225,0
205500,2015-03-27,0,0,0,16225,0
205500,2015-03-30,0,0,0,16225,0
205500,2015-03-31,0,0,0,16225,0
205500,2015-04-01,0,0,0,16225,0
205500,2015-04-02,0,0,0,16225,0
205500,2015-04-03,0,0,0,16225,0
205500,2015-04-06,0,0,0,16225,0
205500,2015-04-07,0,0,0,16225,0
205500,2015-04-08,0,0,0,16225,0
205500,2015-04-09,0,0,0,16225,0
205500,2015-04-10,0,0,0,16225,0
205500,2015-04-13,0,0,0,16225,0
205500,2015-04-14,0,0,0,16225,0
205500,2015-04-15,0,0,0,16225,0
205500,2015-04-16,0,0,0,16225,0
205500,2015-04-17,0,0,0,16225,0
205500,2015-04-20,0,0,0,16225,0
205500,2015-04-21,0,0,0,16225,0
205500,2015-04-22,0,0,0,16225,0
205500,2015-04-23,0,0,0,16225,0
205500,2015-04-24,0,0,0,16225,0
205500,2015-04-27,0,0,0,16225,0
205500,2015-04-28,0,0,0,16225,0
205500,2015-04-29,0,0,0,16225,0
205500,2015-04-30,0,0,0,16225,0
205500,2015-05-04,0,0,0,16225,0
205500,2015-05-06,0,0,0,16225,0
205500,2015-05-07,0,0,0,16225,0
205500,2015-05-08,0,0,0,16225,0
205500,2015-05-11,0,0,0,16225,0
205500,2015-05-12,0,0,0,16225,0
205500,2015-05-13,0,0,0,16225,0
205500,2015-05-14,0,0,0,16225,0
205500,2015-05-15,0,0,0,16225,0
205500,2015-05-18,0,0,0,16225,0
205500,2015-05-19,0,0,0,16225,0
205500,2015-05-20,0,0,0,16225,0
205500,2015-05-21,0,0,0,16225,0
205500,2015-05-22,0,0,0,16225,0
205500,2015-05-26,0,0,0,16225,0
205500,2015-05-27,0,0,0,16225,0
205500,2015-05-28,0,0,0,16225,0
205500,2015-05-29,0,0,0,16225,0
205500,2015-06-01,0,0,0,16225,0
205500,2015-06-02,0,0,0,16225,0
205500,2015-06-03,0,0,0,16225,0
205500,2015-06-04,0,0,0,16225,0
205500,2015-06-05,0,0,0,16225,0
205500,2015-06-08,0,0,0,16225,0
205500,2015-06-09,0,0,0,16225,0
205500,2015-06-10,0,0,0,16225,0
205500,2015-06-11,0,0,0,16225,0
205500,2015-06-12,0,0,0,16225,0
205500,2015-06-15,0,0,0,16225,0
205500,2015-06-16,0,0,0,16225,0
205500,2015-06-17,0,0,0,16225,0
205500,2015-06-18,0,0,0,16225,0
205500,2015-06-19,0,0,0,16225,0
205500,2015-06-22,0,0,0,16225,0
205500,2015-06-23,0,0,0,16225,0
205500,2015-06-24,0,0,0,16225,0
205500,2015-06-25,0,0,0,16225,0
205500,2015-06-26,16225,16500,13749,14475,4321028
205500,2015-06-29,14250,15000,13775,14500,1564891
205500,2015-06-30,14500,14500,13250,13650,1363633
205500,2015-07-01,13774,15674,13100,13950,2993612
205500,2015-07-02,16000,16050,14575,15000,2116781
205500,2015-07-03,15150,16950,15150,16425,1738077
205500,2015-07-06,16425,17200,15550,16200,1320706
205500,2015-07-07,16200,17400,15900,16775,1368009
205500,2015-07-08,17875,18775,16800,17050,2216588
205500,2015-07-09,16425,16975,16050,16850,676938
205500,2015-07-10,16875,17500,16475,16575,445961
205500,2015-07-13,16500,16675,15700,15975,745500
205500,2015-07-14,16225,16225,15300,15750,625526
205500,2015-07-15,15825,16150,15500,15900,435715
205500,2015-07-16,15950,17525,15750,17050,1600257
205500,2015-07-17,16900,17800,16825,17800,1232504
205500,2015-07-20,18000,18625,17350,17625,1191953
205500,2015-07-21,17750,17750,16975,17175,437563
205500,2015-07-22,17000,17900,16875,17350,500982
205500,2015-07-23,17350,17675,17175,17275,406149
205500,2015-07-24,17075,17300,16575,17100,414043
205500,2015-07-27,17125,17650,17000,17250,344964
205500,2015-07-28,17225,17225,16450,17000,384837
205500,2015-07-29,17125,17550,16950,17050,288763
205500,2015-07-30,17425,17600,16700,16900,547232
205500,2015-07-31,16900,17075,16675,16950,148345
205500,2015-08-03,17300,17300,16700,16700,142928
205500,2015-08-04,16075,16825,16075,16625,251738
205500,2015-08-05,16475,16825,16450,16825,165553
205500,2015-08-06,16825,17225,16675,17150,234395
205500,2015-08-07,16850,17350,16825,17000,197174
205500,2015-08-10,17000,17300,16725,17050,227597
205500,2015-08-11,17000,17325,16925,17200,171563
205500,2015-08-12,17250,17300,16275,16900,460023
205500,2015-08-13,16900,17400,15750,16050,591212
205500,2015-08-17,17500,17950,15125,15200,894998
205500,2015-08-18,15200,15750,14925,15200,153595
205500,2015-08-19,15025,15300,13975,14500,258586
205500,2015-08-20,14075,15175,14075,14800,179215
205500,2015-08-21,14075,14500,13250,13850,378048
205500,2015-08-24,12625,14000,12625,13225,323550
205500,2015-08-25,13075,13750,12750,13450,228583
205500,2015-08-26,13250,13575,13200,13450,221780
205500,2015-08-27,13375,13800,13325,13325,200836
205500,2015-08-28,13700,13750,13374,13550,183414
205500,2015-08-31,13949,13949,13500,13575,153145
205500,2015-09-01,13450,13675,12975,13300,273312
205500,2015-09-02,13350,13350,12675,13025,171471
205500,2015-09-03,12925,16249,12925,13925,620230
205500,2015-09-04,13950,14500,13750,13800,207972
205500,2015-09-07,13825,14225,13500,14000,149080
205500,2015-09-08,14000,14450,13975,14375,97673
205500,2015-09-09,14325,15450,14200,14950,157689
205500,2015-09-10,14750,14925,14325,14925,113272
205500,2015-09-11,14950,14950,14125,14500,196113
205500,2015-09-14,14525,14825,14200,14625,119481
205500,2015-09-15,14350,14650,14075,14650,80958
205500,2015-09-16,14300,14625,14050,14550,78055
205500,2015-09-17,14550,14600,14100,14125,51231
205500,2015-09-18,13925,14400,13925,14200,158271
205500,2015-09-21,14225,14325,13650,13900,146342
205500,2015-09-22,13925,14075,13600,13875,131976
205500,2015-09-23,13649,14249,13200,13925,219437
205500,2015-09-24,14350,14850,14050,14500,190449
205500,2015-09-25,14950,14950,14225,14500,122663
205500,2015-09-30,14525,14525,13800,14425,120120
205500,2015-10-01,14450,14450,13900,14000,129032
205500,2015-10-02,14000,14225,13275,13900,191822
205500,2015-10-05,13575,13900,11825,12175,2898744
205500,2015-10-06,12250,14500,11850,12250,4277482
205500,2015-10-07,12525,14000,12450,13175,2795861
205500,2015-10-08,13425,14300,13274,13750,1366124
205500,2015-10-12,13000,13450,12525,12750,1676959
205500,2015-10-13,12750,13050,12375,12450,847991
205500,2015-10-14,12375,13575,12300,13275,2611744
205500,2015-10-15,13175,13575,13125,13400,709934
205500,2015-10-16,13300,13949,13200,13575,1485895
205500,2015-10-19,13500,13875,13500,13825,578245
205500,2015-10-20,13625,13825,13350,13400,786928
205500,2015-10-21,13475,13500,12800,12850,1004524
205500,2015-10-22,12700,13150,12475,12800,749685
205500,2015-10-23,13050,13624,13050,13450,1949693
205500,2015-10-26,13625,13650,13275,13375,654629
205500,2015-10-27,13374,13625,13200,13550,797019
205500,2015-10-28,13500,13625,13150,13550,889693
205500,2015-10-29,13850,14050,13400,13600,1715761
205500,2015-10-30,13700,13975,13125,13125,1850718
205500,2015-11-02,13200,13500,12000,12250,3196772
205500,2015-11-03,12375,12375,11325,11450,1779236
205500,2015-11-04,11150,11425,10425,10600,2101375
205500,2015-11-05,10725,11100,10550,11000,855564
205500,2015-11-06,10900,10975,10525,10550,657454
205500,2015-11-09,10575,10724,9800,9825,896042
205500,2015-11-10,9675,10000,9200,9400,856179
205500,2015-11-11,9600,9875,9375,9750,452841
205500,2015-11-12,9750,9775,9400,9500,275911
205500,2015-11-13,9500,9650,9224,9325,419427
205500,2015-11-16,9100,9325,8975,9000,471297
205500,2015-11-17,9100,9425,9000,9150,622761
205500,2015-11-18,9100,9525,9075,9100,567966
205500,2015-11-19,9175,9375,9025,9125,369334
205500,2015-11-20,9275,11700,9175,10050,6984212
205500,2015-11-23,10000,10000,9550,9675,848413
205500,2015-11-24,9675,11125,9600,10000,2140738
205500,2015-11-25,9975,10100,9800,9950,708985
205500,2015-11-26,10000,10650,9900,9900,1548769
205500,2015-11-27,10150,10400,9925,10100,667923
205500,2015-11-30,10225,10250,9750,9975,4800553
205500,2015-12-01,10125,11125,10100,10150,2708711
205500,2015-12-02,10250,10425,9950,10000,925998
205500,2015-12-03,9975,10050,9724,9725,536469
205500,2015-12-04,9725,9900,9425,9450,554545
205500,2015-12-07,9574,9600,9400,9475,358361
205500,2015-12-08,9375,9525,9000,9050,682569
205500,2015-12-09,8975,9125,8750,8950,493516
205500,2015-12-10,8900,9000,8675,8700,536132
205500,2015-12-11,8700,9425,8675,9050,358413
205500,2015-12-14,9050,9075,8750,8800,319361
205500,2015-12-15,8925,8925,8650,8750,323722
205500,2015-12-16,8750,9075,8600,8925,305673
205500,2015-12-17,9000,9125,8850,9000,385223
205500,2015-12-18,8900,9400,8850,9175,369260
205500,2015-12-21,9100,9200,8850,8975,401126
205500,2015-12-22,9025,9150,8825,8875,323547
205500,2015-12-23,8850,8975,8825,8875,197100
205500,2015-12-24,8850,8950,8575,8750,529193
205500,2015-12-28,8750,8800,8400,8400,454624
205500,2015-12-29,8400,8625,8325,8425,555035
205500,2015-12-30,8475,8675,8400,8550,312230
205500,2016-01-04,8725,9250,8600,8925,757418
205500,2016-01-05,8825,9175,8675,9025,428192
205500,2016-01-06,9100,9375,8900,9025,809474
205500,2016-01-07,8975,9125,8775,8775,385873
205500,2016-01-08,8600,8900,8450,8725,479875
205500,2016-01-11,8700,8800,8475,8500,487317
205500,2016-01-12,8500,8675,8400,8450,346976
205500,2016-01-13,8500,8675,8425,8450,376691
205500,2016-01-14,8275,8450,8200,8325,470348
205500,2016-01-15,8350,8425,8150,8175,387110
205500,2016-01-18,8050,8175,7825,7900,599751
205500,2016-01-19,7900,7900,7225,7325,1287180
205500,2016-01-20,7275,7350,6300,6475,2029413
205500,2016-01-21,6350,6550,6100,6100,1540224
205500,2016-01-22,6350,7925,6275,7925,6408931
205500,2016-01-25,8300,8550,7425,7425,6813333
205500,2016-01-26,7475,9650,7425,9650,29774325
205500,2016-01-27,9900,9925,8650,8950,16693651
205500,2016-01-28,9200,10974,8800,9775,42429949
205500,2016-01-29,9650,9700,9050,9450,7992309
205500,2016-02-01,9550,9550,8675,8675,4268491
205500,2016-02-02,8550,8725,7625,7700,4876467
205500,2016-02-03,7700,9650,7700,8625,21076763
205500,2016-02-04,8725,9750,8550,8800,9766571
205500,2016-02-05,9000,9450,7875,7900,6635375
205500,2016-02-11,7950,9100,7875,8550,7102936
205500,2016-02-12,8750,9575,8475,9400,12060262
205500,2016-02-15,9975,10500,9175,9500,9046934
205500,2016-02-16,9650,9850,9100,9375,4195611
205500,2016-02-17,9500,10000,9300,10000,9108259
205500,2016-02-18,9900,10700,9725,9775,10452366
205500,2016-02-19,9825,9950,9400,9400,2206338
205500,2016-02-22,9575,9925,9200,9400,3334449
205500,2016-02-23,9475,9750,9350,9750,2255270
205500,2016-02-24,9750,10250,9625,9650,6567518
205500,2016-02-25,9750,9850,9325,9400,1981473
205500,2016-02-26,9400,9750,9375,9425,1297894
205500,2016-02-29,9475,9675,9375,9450,1038286
205500,2016-03-02,9500,9650,9425,9450,953541
205500,2016-03-03,9525,9525,9125,9150,1089253
205500,2016-03-04,9300,9300,8650,8675,2622585
205500,2016-03-07,8575,8675,8100,8225,1500949
205500,2016-03-08,8225,8775,8225,8350,1813785
205500,2016-03-09,8450,8650,8375,8550,862497
205500,2016-03-10,8500,8600,8375,8475,595330
205500,2016-03-11,8425,8725,8425,8525,748530
205500,2016-03-14,8550,8975,8500,8875,1336114
205500,2016-03-15,8875,9050,8675,8825,670244
205500,2016-03-16,8900,9950,8875,9525,6877007
205500,2016-03-17,9725,9725,9275,9600,1497319
205500,2016-03-18,9600,9874,9450,9575,1252366
205500,2016-03-21,9600,9750,9300,9725,1120748
205500,2016-03-22,9650,10575,9550,9850,5942999
205500,2016-03-23,9950,12800,9575,10950,34014523
205500,2016-03-24,10800,12125,10625,11425,12325181
205500,2016-03-25,11600,11750,10775,11500,3691531
205500,2016-03-28,11300,12600,11200,12025,6278046
205500,2016-03-29,12075,12275,11675,12175,2678558
205500,2016-03-30,12175,12325,11275,11300,3968202
205500,2016-03-31,11475,11475,10775,10825,2770945
205500,2016-04-01,10675,11450,10550,11225,3058617
205500,2016-04-04,11225,11625,11175,11325,1248940
205500,2016-04-05,11350,11425,10775,11125,1714239
205500,2016-04-06,11125,11250,10900,11250,738232
205500,2016-04-07,11375,12400,11100,11975,3103246
205500,2016-04-08,11925,12375,11525,11800,1972914
205500,2016-04-11,11775,12075,11250,11250,6054467
205500,2016-04-12,10550,10650,10200,10300,4952826
205500,2016-04-14,10250,10424,10024,10025,1587687
205500,2016-04-15,10150,10225,9600,9775,2800370
205500,2016-04-18,9750,10050,9725,9950,1295752
205500,2016-04-19,10000,10400,9875,10200,2079479
205500,2016-04-20,10350,10400,10075,10150,1286013
205500,2016-04-21,10200,10200,9600,9725,2332368
205500,2016-04-22,9525,9950,9475,9900,1891936
205500,2016-04-25,0,0,0,9900,0
205500,2016-04-26,0,0,0,9900,0
205500,2016-04-27,0,0,0,9900,0
205500,2016-04-28,0,0,0,9900,0
205500,2016-04-29,0,0,0,9900,0
205500,2016-05-02,0,0,0,9900,0
205500,2016-05-03,0,0,0,9900,0
205500,2016-05-04,0,0,0,9900,0
205500,2016-05-09,0,0,0,9900,0
205500,2016-05-10,0,0,0,9900,0
205500,2016-05-11,0,0,0,9900,0
205500,2016-05-12,0,0,0,9900,0
205500,2016-05-13,9650,9910,8800,9300,477968
205500,2016-05-16,9200,9200,8290,8710,404624
205500,2016-05-17,8600,8680,8160,8290,247989
205500,2016-05-18,8290,8950,8290,8520,130143
205500,2016-05-19,8540,8900,8500,8520,107137
205500,2016-05-20,8500,8720,8300,8710,84061
205500,2016-05-23,8840,9830,8720,9330,310491
205500,2016-05-24,9390,9660,9300,9430,97906
205500,2016-05-25,9400,9400,8680,9070,134187
205500,2016-05-26,9060,9130,8720,8800,90415
205500,2016-05-27,8820,9100,8700,8840,45102
205500,2016-05-30,8850,9000,8600,8740,84272
205500,2016-05-31,8730,8880,8560,8690,59765
205500,2016-06-01,8700,8900,8530,8820,73249
205500,2016-06-02,8820,9220,8820,8890,89806
205500,2016-06-03,8850,9150,8850,9130,76137
205500,2016-06-07,9070,9210,8990,9200,76857
205500,2016-06-08,9210,9210,9090,9150,59529
205500,2016-06-09,9160,9160,8920,9120,104037
205500,2016-06-10,9050,9060,8950,9010,50901
205500,2016-06-13,9000,9120,8800,8830,82415
205500,2016-06-14,8830,8830,8570,8650,78053
205500,2016-06-15,8510,8750,8510,8550,68391
205500,2016-06-16,8550,8690,8300,8440,71156
205500,2016-06-17,8470,8610,8300,8400,76577
205500,2016-06-20,8400,8700,8260,8510,46599
205500,2016-06-21,8510,8650,8510,8640,29276
205500,2016-06-22,8740,9120,8550,9020,81203
205500,2016-06-23,9020,9170,8740,8950,67842
205500,2016-06-24,9200,9200,8290,8480,154553
205500,2016-06-27,8100,8800,8100,8580,83016
205500,2016-06-28,8500,8660,8410,8650,45116
205500,2016-06-29,8670,9010,8670,9010,63469
205500,2016-06-30,9010,9080,8880,8960,64958
205500,2016-07-01,8940,9010,8900,8940,43603
205500,2016-07-04,8950,9140,8860,8940,45403
205500,2016-07-05,9040,9210,8920,9160,80687
205500,2016-07-06,9270,9700,9160,9570,179129
205500,2016-07-07,9750,9750,9490,9570,90426
205500,2016-07-08,9610,9610,9400,9420,46549
205500,2016-07-11,9500,9510,9100,9160,75664
205500,2016-07-12,9210,9300,9100,9110,44339
205500,2016-07-13,9290,9620,9110,9310,105818
205500,2016-07-14,9440,9440,9200,9340,40713
205500,2016-07-15,9240,9420,9120,9270,57249
205500,2016-07-18,9180,9500,9180,9470,73899
205500,2016-07-19,9470,9580,9260,9550,88351
205500,2016-07-20,9550,9550,9370,9550,67268
205500,2016-07-21,10000,10150,9670,9920,373543
205500,2016-07-22,9860,10350,9830,10200,149198
205500,2016-07-25,10250,10350,9950,9960,122526
205500,2016-07-26,9960,10200,9890,9960,85328
205500,2016-07-27,10000,10500,9960,10500,320746
205500,2016-07-28,10300,10800,9930,9980,398058
205500,2016-07-29,9970,10000,9580,9990,161078
205500,2016-08-01,9990,10050,9760,9760,77932
205500,2016-08-02,9730,9860,9580,9600,78253
205500,2016-08-03,9450,9580,9240,9500,66777
205500,2016-08-04,9500,9510,9300,9490,49327
205500,2016-08-05,9670,9670,9300,9400,30305
205500,2016-08-08,9400,9520,9210,9400,84215
205500,2016-08-09,9300,9550,9280,9450,46870
205500,2016-08-10,9500,9500,9280,9370,43649
205500,2016-08-11,9400,9550,9100,9490,91397
205500,2016-08-12,9480,9480,9020,9080,103539
205500,2016-08-16,9100,9290,8900,8970,79998
205500,2016-08-17,8820,8970,8490,8550,134524
205500,2016-08-18,8460,8600,8430,8530,64799
205500,2016-08-19,8700,8700,8400,8560,24336
205500,2016-08-22,8580,8760,8450,8600,23377
205500,2016-08-23,8600,8850,8520,8700,18585
205500,2016-08-24,8830,8910,8500,8800,82755
205500,2016-08-25,8800,9630,8800,8930,202111
205500,2016-08-26,9180,9400,8400,8500,342786
205500,2016-08-29,8580,8580,7920,8090,102724
205500,2016-08-30,8100,8490,8100,8320,56101
205500,2016-08-31,8440,8440,8000,8150,39127
205500,2016-09-01,8150,8240,7970,8180,37521
205500,2016-09-02,8060,8290,7950,8220,40775
205500,2016-09-05,8200,8600,8180,8550,33902
205500,2016-09-06,8700,8700,8450,8650,43319
205500,2016-09-07,8650,8650,8440,8580,25772
205500,2016-09-08,8410,8560,8220,8240,52014
205500,2016-09-09,8300,8300,8090,8170,22599
