Symbol,Date,Open,High,Low,Close,Volume
192440,2015-02-12,111700,127500,108000,127500,206970
192440,2015-02-13,127000,143300,122600,134000,340414
192440,2015-02-16,134000,140000,133000,138500,99549
192440,2015-02-17,138300,138300,128900,131500,112919
192440,2015-02-23,131500,131600,123200,128600,140388
192440,2015-02-24,127700,133000,125500,128300,64359
192440,2015-02-25,128400,129400,123100,123500,59813
192440,2015-02-26,123500,127500,119400,122000,58106
192440,2015-02-27,123200,129500,121100,129000,71770
192440,2015-03-02,129800,131500,122000,122000,71904
192440,2015-03-03,120500,124900,119900,122600,62542
192440,2015-03-04,122600,126200,120100,122200,62307
192440,2015-03-05,122400,125200,121500,124900,40229
192440,2015-03-06,126700,127300,123600,126500,43509
192440,2015-03-09,126000,126500,120100,120100,47436
192440,2015-03-10,119500,121700,109400,112000,150503
192440,2015-03-11,110400,112800,107600,112400,90352
192440,2015-03-12,115000,123400,114500,119300,154226
192440,2015-03-13,120000,121700,117000,120900,43655
192440,2015-03-16,120900,121600,118000,119700,28614
192440,2015-03-17,119700,120700,116500,118700,42666
192440,2015-03-18,121000,122500,118000,119000,54810
192440,2015-03-19,120800,129900,119400,128100,155180
192440,2015-03-20,127500,131900,126000,131500,80175
192440,2015-03-23,133000,133600,127500,127800,51671
192440,2015-03-24,128700,128700,123700,126600,32110
192440,2015-03-25,127000,127500,124000,125000,35645
192440,2015-03-26,124400,125000,119800,120000,38551
192440,2015-03-27,119600,121400,118000,118000,27736
192440,2015-03-30,117600,124600,117000,124200,35920
192440,2015-03-31,125000,125000,120000,121200,33308
192440,2015-04-01,123500,123700,114900,119300,76038
192440,2015-04-02,117000,119500,114000,115900,71738
192440,2015-04-03,116400,120100,114900,118000,44209
192440,2015-04-06,119500,121800,118200,121800,35679
192440,2015-04-07,123800,125800,121500,123600,55680
192440,2015-04-08,123500,125200,120700,123600,45445
192440,2015-04-09,127600,130400,123600,123600,94087
192440,2015-04-10,125000,139800,123500,136900,208386
192440,2015-04-13,146300,156000,144100,149400,244081
192440,2015-04-14,151000,159400,145300,150500,141765
192440,2015-04-15,155800,159900,151000,151000,84926
192440,2015-04-16,149500,170000,149200,168400,187927
192440,2015-04-17,172000,176000,161100,161800,132845
192440,2015-04-20,160200,170000,157100,167800,84843
192440,2015-04-21,170300,171600,162800,169000,57562
192440,2015-04-22,170800,170900,149000,152600,166088
192440,2015-04-23,151500,159100,143700,147500,118718
192440,2015-04-24,147400,155600,145000,149500,105035
192440,2015-04-27,150900,154800,147800,149000,42874
192440,2015-04-28,154000,165200,151400,161900,139869
192440,2015-04-29,163600,164400,152700,157800,97179
192440,2015-04-30,156000,156200,146800,148000,78653
192440,2015-05-04,146200,146200,135500,137800,90883
192440,2015-05-06,135500,144700,135500,137900,79289
192440,2015-05-07,139500,146000,133400,146000,87687
192440,2015-05-08,148000,148000,141800,141800,62218
192440,2015-05-11,141900,151900,141900,151300,82304
192440,2015-05-12,152800,160600,128700,128700,209884
192440,2015-05-13,119900,134000,111000,120400,995067
192440,2015-05-14,122000,123400,113500,115600,291166
192440,2015-05-15,116300,120400,115600,118700,168559
192440,2015-05-18,118800,120100,111600,111800,145044
192440,2015-05-19,112000,122000,112000,117000,240158
192440,2015-05-20,118000,119800,112900,113700,124046
192440,2015-05-21,114300,117500,103400,105800,241912
192440,2015-05-22,107700,109400,102100,102500,149652
192440,2015-05-26,103200,108100,101400,105100,100201
192440,2015-05-27,106100,107700,99900,100500,329736
192440,2015-05-28,102200,106300,102200,105200,154248
192440,2015-05-29,105100,106200,102000,104100,110391
192440,2015-06-01,103500,108200,100400,107900,118306
192440,2015-06-02,106700,109500,100000,101100,141587
192440,2015-06-03,101100,102100,96700,97000,113655
192440,2015-06-04,97100,99900,95000,97100,115544
192440,2015-06-05,96000,98400,90300,94700,146280
192440,2015-06-08,94800,96000,92000,93000,77511
192440,2015-06-09,93800,96100,93100,95300,82360
192440,2015-06-10,95700,96300,90400,92500,79039
192440,2015-06-11,93000,94100,89800,92500,65956
192440,2015-06-12,92700,93600,88800,89500,58879
192440,2015-06-15,88600,91300,87400,87400,64309
192440,2015-06-16,87400,93700,85100,88600,80854
192440,2015-06-17,88900,102000,88900,98100,206240
192440,2015-06-18,99100,99200,94500,96300,64529
192440,2015-06-19,96300,97300,92100,95500,54533
192440,2015-06-22,95500,105800,95500,105800,251967
192440,2015-06-23,106700,108400,101600,107000,118508
192440,2015-06-24,109600,109900,105400,105600,83470
192440,2015-06-25,104900,107200,104000,106000,46990
192440,2015-06-26,106400,106900,101000,101300,68499
192440,2015-06-29,98100,100300,96400,97000,66867
192440,2015-06-30,96000,98600,92800,93400,60885
192440,2015-07-01,93800,101200,93500,98200,90334
192440,2015-07-02,99900,105200,99100,102800,103843
192440,2015-07-03,105000,107100,102500,103900,108426
192440,2015-07-06,102400,103300,97300,97700,69368
192440,2015-07-07,99300,100800,93300,94900,49806
192440,2015-07-08,94900,95800,92000,93000,53439
192440,2015-07-09,90700,93400,89100,90500,57763
192440,2015-07-10,91700,97500,89400,97300,73925
192440,2015-07-13,98000,105000,95500,105000,111851
192440,2015-07-14,107000,107000,100400,102200,60262
192440,2015-07-15,103200,108600,102100,104600,94805
192440,2015-07-16,103000,107300,103000,107300,53688
192440,2015-07-17,108000,108000,102700,104000,44370
192440,2015-07-20,103100,106500,100800,106100,46485
192440,2015-07-21,107600,108000,105200,106000,31706
192440,2015-07-22,103200,104500,92500,93700,198740
192440,2015-07-23,93700,97500,93600,95200,59426
192440,2015-07-24,95200,96600,91400,91400,64074
192440,2015-07-27,91300,91300,87600,87900,47893
192440,2015-07-28,86000,89500,83100,89500,64375
192440,2015-07-29,91200,96300,89100,92900,74629
192440,2015-07-30,94800,94800,89900,91100,26488
192440,2015-07-31,91000,92000,87200,89000,36323
192440,2015-08-03,90600,92500,88500,88500,19969
192440,2015-08-04,87600,89400,85200,86900,37973
192440,2015-08-05,87100,89400,86800,87000,30556
192440,2015-08-06,87700,88000,86300,86500,28187
192440,2015-08-07,86400,87400,82400,83600,59327
192440,2015-08-10,83600,84000,80000,82700,52062
192440,2015-08-11,83500,94700,82800,91800,139304
192440,2015-08-12,88300,89900,82000,84900,73668
192440,2015-08-13,86000,94500,85600,90500,82770
192440,2015-08-17,91500,100600,91500,95900,163564
192440,2015-08-18,98600,101800,96800,96800,121286
192440,2015-08-19,96000,98900,92200,93000,61093
192440,2015-08-20,91100,95500,90100,90100,50576
192440,2015-08-21,84600,93500,84500,91000,71513
192440,2015-08-24,89100,93000,84500,85100,62145
192440,2015-08-25,85700,91500,81500,89300,66636
192440,2015-08-26,89400,94200,88400,92900,50528
192440,2015-08-27,94500,95600,92500,93000,33008
192440,2015-08-28,95000,99400,94200,96700,47067
192440,2015-08-31,95700,96300,92700,94100,32591
192440,2015-09-01,94900,99300,94700,96500,66108
192440,2015-09-02,94300,101700,93000,101100,64192
192440,2015-09-03,102100,102600,98200,99700,51362
192440,2015-09-04,99700,100200,92200,92700,65240
192440,2015-09-07,92600,96300,91500,94900,33834
192440,2015-09-08,95000,99400,94100,98500,62340
192440,2015-09-09,101900,106000,100200,105900,112463
192440,2015-09-10,103700,104100,97100,100800,119710
192440,2015-09-11,104500,107300,93100,93100,302686
192440,2015-09-14,94800,97000,94100,96500,98421
192440,2015-09-15,96500,97500,95500,96300,33054
192440,2015-09-16,96500,98100,96100,96100,50958
192440,2015-09-17,96700,97500,94000,94900,53855
192440,2015-09-18,95900,96300,94000,95500,36789
192440,2015-09-21,95500,99700,94600,98700,76312
192440,2015-09-22,100000,103200,97900,101700,76661
192440,2015-09-23,101200,101200,98300,100000,52523
192440,2015-09-24,100000,100000,95800,96000,61647
192440,2015-09-25,96000,99500,95600,99100,57185
192440,2015-09-30,98100,98700,95800,98100,39792
192440,2015-10-01,98100,99600,97500,98200,16383
192440,2015-10-02,98500,101000,97700,100800,40715
192440,2015-10-05,104000,106000,102100,102100,74556
192440,2015-10-06,102300,104000,100500,102900,36875
192440,2015-10-07,103900,105500,102000,102500,38680
192440,2015-10-08,102500,104200,100200,101300,30669
192440,2015-10-12,101400,103900,99900,101100,46967
192440,2015-10-13,101600,103300,100300,100500,27068
192440,2015-10-14,100500,101800,97100,98500,23938
192440,2015-10-15,98700,100600,97400,99100,29574
192440,2015-10-16,99100,99700,97000,97000,34479
192440,2015-10-19,97100,97800,95400,95600,25504
192440,2015-10-20,96800,97200,95000,96200,21654
192440,2015-10-21,96300,97800,95000,97000,40012
192440,2015-10-22,97100,100000,97000,98400,43116
192440,2015-10-23,101900,102600,96700,96700,43611
192440,2015-10-26,96700,97300,94000,94000,50725
192440,2015-10-27,92600,93000,86500,87800,145226
192440,2015-10-28,86900,89900,86800,88000,64958
192440,2015-10-29,89400,90000,87700,88100,50752
192440,2015-10-30,88200,89000,83700,83700,69078
192440,2015-11-02,83900,85500,80100,80200,79850
192440,2015-11-03,80100,80700,78600,78700,66245
192440,2015-11-04,79800,79800,75000,76600,109926
192440,2015-11-05,77300,79500,76500,77000,81886
192440,2015-11-06,77000,77000,73600,74100,78686
192440,2015-11-09,73800,74400,68100,68500,128637
192440,2015-11-10,68700,70600,66900,68000,57681
192440,2015-11-11,67400,69900,67000,69300,45465
192440,2015-11-12,68900,69900,67700,68400,34731
192440,2015-11-13,67400,73000,66600,70400,66646
192440,2015-11-16,67900,67900,59000,60000,257059
192440,2015-11-17,61000,61300,58300,59900,86095
192440,2015-11-18,59800,60700,59400,59800,65032
192440,2015-11-19,60100,61800,59800,60200,61183
192440,2015-11-20,60500,62700,60500,61500,74050
192440,2015-11-23,61500,62500,61300,62300,38738
192440,2015-11-24,61800,62100,60500,62000,40748
192440,2015-11-25,61700,62200,60700,60900,25698
192440,2015-11-26,60400,61500,60400,61000,28195
192440,2015-11-27,61600,61600,60400,60800,27827
192440,2015-11-30,61200,61200,59100,60800,38151
192440,2015-12-01,60500,61200,59500,60000,36676
192440,2015-12-02,60100,60800,59400,59400,37119
192440,2015-12-03,59400,59700,58100,59500,27238
192440,2015-12-04,58600,59400,58500,58700,17481
192440,2015-12-07,58800,59800,56700,57100,80480
192440,2015-12-08,56600,57500,55300,56000,45508
192440,2015-12-09,55500,57700,55500,56300,28523
192440,2015-12-10,56100,56600,55500,55900,25681
192440,2015-12-11,56000,60600,56000,58500,123299
192440,2015-12-14,57100,57600,54300,54700,73377
192440,2015-12-15,54100,57500,54100,57000,47357
192440,2015-12-16,57800,60200,57300,60000,54367
192440,2015-12-17,60500,61100,60000,60400,47813
192440,2015-12-18,60000,61300,59500,61100,34564
192440,2015-12-21,60000,62600,59200,62500,59622
192440,2015-12-22,61700,62100,59700,60200,35514
192440,2015-12-23,60200,60800,58600,58700,39916
192440,2015-12-24,58700,59700,57900,59500,32106
192440,2015-12-28,59800,60400,59100,59900,32156
192440,2015-12-29,59900,61600,59900,60700,45860
192440,2015-12-30,60700,63400,60400,62600,53097
192440,2016-01-04,62900,62900,60300,60700,44325
192440,2016-01-05,60500,61500,59600,61100,23454
192440,2016-01-06,61300,61300,59200,59700,29178
192440,2016-01-07,59500,61000,57100,58000,41239
192440,2016-01-08,56900,59000,56500,58400,20053
192440,2016-01-11,57900,58300,56600,57400,33464
192440,2016-01-12,57000,57700,54700,55000,87484
192440,2016-01-13,55700,56300,55100,55400,29335
192440,2016-01-14,54300,55400,53500,54200,54530
192440,2016-01-15,54600,54800,52400,52600,34009
192440,2016-01-18,51200,52000,48750,49350,103549
192440,2016-01-19,49000,49900,47700,48800,75396
192440,2016-01-20,49100,49500,45350,45900,97841
192440,2016-01-21,45800,47100,45350,45900,87594
192440,2016-01-22,46400,48500,46200,47100,79101
192440,2016-01-25,47700,48550,46750,46800,64555
192440,2016-01-26,46700,48200,46300,47900,56339
192440,2016-01-27,48050,48600,47050,47700,45880
192440,2016-01-28,47500,48450,47250,47900,32184
192440,2016-01-29,48050,48350,46900,47100,30145
192440,2016-02-01,47250,47700,47100,47550,20689
192440,2016-02-02,47150,47350,46300,47000,28192
192440,2016-02-03,46950,47200,46050,47100,16313
192440,2016-02-04,47300,48800,46700,48500,35733
192440,2016-02-05,49000,49900,48450,48500,34859
192440,2016-02-11,46800,47500,45550,45600,28193
192440,2016-02-12,44800,45300,43000,44500,46336
192440,2016-02-15,45150,45150,43000,43800,54094
192440,2016-02-16,43900,45350,43650,45100,26902
192440,2016-02-17,44800,45800,43250,43400,47891
192440,2016-02-18,44000,44550,43600,44450,20669
192440,2016-02-19,44450,45950,44000,45950,24981
192440,2016-02-22,45950,47550,45800,46150,35705
192440,2016-02-23,46550,46950,45500,45600,15955
192440,2016-02-24,45350,47350,45350,46000,34783
192440,2016-02-25,46450,47700,46250,46350,21762
192440,2016-02-26,46800,48300,46600,47200,40723
192440,2016-02-29,49900,53900,49300,53200,225841
192440,2016-03-02,54000,56800,53700,54500,160299
192440,2016-03-03,54100,55600,52800,54500,78662
192440,2016-03-04,55200,55400,53100,53500,46066
192440,2016-03-07,53500,54400,52700,53100,29485
192440,2016-03-08,53200,55000,52900,54500,60781
192440,2016-03-09,54600,54800,53400,53800,34549
192440,2016-03-10,54000,54700,53100,53600,31209
192440,2016-03-11,53300,54800,53300,54600,38247
192440,2016-03-14,54900,57200,54200,57100,89817
192440,2016-03-15,57400,57400,54800,54800,55776
192440,2016-03-16,55100,55800,53100,55600,61470
192440,2016-03-17,55100,55500,50500,52900,297425
192440,2016-03-18,53400,53400,51800,52200,66536
192440,2016-03-21,52600,52900,50400,52300,91468
192440,2016-03-22,53000,53000,51800,51800,46362
192440,2016-03-23,51500,53600,51500,53000,67196
192440,2016-03-24,53700,55500,53700,54100,102860
192440,2016-03-25,54100,54700,52900,53600,42021
192440,2016-03-28,53800,53800,51100,51700,52851
192440,2016-03-29,51400,52400,50300,51100,51479
192440,2016-03-30,51900,52800,51300,52200,34641
192440,2016-03-31,52700,52800,51200,52400,42840
192440,2016-04-01,52400,53100,51700,53000,59268
192440,2016-04-04,53000,55500,52600,55500,117917
192440,2016-04-05,55900,56500,55000,55300,77666
192440,2016-04-06,55300,57300,54100,54200,115246
192440,2016-04-07,54300,55200,53800,53900,40160
192440,2016-04-08,53900,55600,53700,55200,37363
192440,2016-04-11,55800,55900,54000,54000,31147
192440,2016-04-12,54000,54700,53200,54400,34720
192440,2016-04-14,54500,55100,54100,54300,34327
192440,2016-04-15,54600,55300,54000,55300,50090
192440,2016-04-18,55200,56800,54600,56400,63333
192440,2016-04-19,56600,56900,55400,55900,41759
192440,2016-04-20,56300,56300,54700,54800,33312
192440,2016-04-21,55000,55400,54100,55300,36044
192440,2016-04-22,55300,55800,54000,54200,51434
192440,2016-04-25,54200,55200,54100,54500,25710
192440,2016-04-26,54700,59400,54600,59400,220370
192440,2016-04-27,59900,60300,57800,58800,162324
192440,2016-04-28,57600,58300,53200,53800,278590
192440,2016-04-29,53500,54800,53500,54100,76100
192440,2016-05-02,54300,55100,52800,53000,40490
192440,2016-05-03,53600,53900,53100,53700,29420
192440,2016-05-04,53300,54000,51600,52000,51870
192440,2016-05-09,52500,53000,51100,52000,31045
192440,2016-05-10,52700,55400,52400,55400,86505
192440,2016-05-11,56000,56000,54200,55400,73315
192440,2016-05-12,55700,59500,55600,58400,233819
192440,2016-05-13,60600,69400,60500,66000,1017017
192440,2016-05-16,66400,69400,65100,68500,262193
192440,2016-05-17,68300,69700,66400,69400,159083
192440,2016-05-18,68500,69300,66900,66900,115349
192440,2016-05-19,67500,69400,65100,65200,141306
192440,2016-05-20,65600,66700,64300,66000,103020
192440,2016-05-23,66300,66600,64300,64700,67942
192440,2016-05-24,65000,65400,62900,63000,84518
192440,2016-05-25,63900,69200,62200,69000,172010
192440,2016-05-26,70200,71400,68000,70400,206914
192440,2016-05-27,70900,72900,69500,70800,104925
192440,2016-05-30,71000,71100,68800,70300,52474
192440,2016-05-31,70300,71600,68700,71100,54688
192440,2016-06-01,71800,74800,71300,73600,133602
192440,2016-06-02,74500,75400,72300,73000,125734
192440,2016-06-03,73400,73600,70600,70700,88065
192440,2016-06-07,70900,72100,70200,70800,38847
192440,2016-06-08,70500,71000,68600,69300,67248
192440,2016-06-09,69300,70000,67700,69800,58032
192440,2016-06-10,69300,71000,68500,70600,58800
192440,2016-06-13,69800,70600,68500,70100,40769
192440,2016-06-14,70100,70300,66400,67700,66183
192440,2016-06-15,67100,70200,67100,69000,49105
192440,2016-06-16,68700,69500,66700,67100,43236
192440,2016-06-17,68700,69100,67100,67800,26763
192440,2016-06-20,67800,68400,67100,67200,21235
192440,2016-06-21,67100,69100,65000,68500,37776
192440,2016-06-22,68000,68500,66900,67300,21235
192440,2016-06-23,66900,67200,65300,65800,26268
192440,2016-06-24,66300,66800,59700,61000,105435
192440,2016-06-27,59000,62600,59000,62500,42062
192440,2016-06-28,61900,63200,61200,63200,19345
192440,2016-06-29,64900,65800,63700,65000,32706
192440,2016-06-30,66000,66000,63800,65200,35170
192440,2016-07-01,65300,65800,64700,65400,24809
192440,2016-07-04,65600,66000,64200,64700,29442
192440,2016-07-05,64700,66300,64100,65800,25926
192440,2016-07-06,65800,65800,63000,63400,51766
192440,2016-07-07,63600,64400,63200,63600,21225
192440,2016-07-08,64000,64400,62500,62900,23130
192440,2016-07-11,63100,63200,62100,62700,24979
192440,2016-07-12,62800,62900,60800,61100,42298
192440,2016-07-13,61200,62000,61100,61300,27472
192440,2016-07-14,61300,61400,60500,61000,22729
192440,2016-07-15,61200,65600,61000,61100,132553
192440,2016-07-18,61200,62800,59700,62800,47807
192440,2016-07-19,63000,63200,61700,62100,28322
192440,2016-07-20,62300,65100,62100,64500,57285
192440,2016-07-21,65400,68000,64900,67000,88242
192440,2016-07-22,67600,70400,66300,68600,98590
192440,2016-07-25,69300,70500,66500,66700,111649
192440,2016-07-26,67500,68800,65500,66300,66631
192440,2016-07-27,67000,67100,63200,64000,71422
192440,2016-07-28,64200,64500,62100,63000,49587
192440,2016-07-29,63600,63700,62100,63300,40171
192440,2016-08-01,62600,63600,62000,63300,38689
192440,2016-08-02,63800,66700,63700,66200,51103
192440,2016-08-03,66200,66900,64700,64700,42080
192440,2016-08-04,65400,68600,65000,68000,71569
192440,2016-08-05,68500,69600,66700,68000,55108
192440,2016-08-08,68000,71500,68000,71400,93384
192440,2016-08-09,71400,71400,67600,68800,130827
192440,2016-08-10,68700,68700,67100,67500,48402
192440,2016-08-11,67200,68100,66600,67100,39471
192440,2016-08-12,67300,69200,66700,67400,80929
192440,2016-08-16,64300,66400,63300,64200,138388
192440,2016-08-17,64500,64700,62600,63600,64372
192440,2016-08-18,64600,67900,63800,67600,80680
192440,2016-08-19,67800,67900,64500,64500,74025
192440,2016-08-22,64000,64400,61700,62000,65530
192440,2016-08-23,61700,63600,61200,62000,46850
192440,2016-08-24,61400,62100,59400,59500,88392
192440,2016-08-25,59200,61500,59200,60300,49350
192440,2016-08-26,61000,61200,57800,57800,70803
192440,2016-08-29,57800,57900,54500,55100,114994
192440,2016-08-30,55300,56600,55300,55700,44510
192440,2016-08-31,55400,56100,52900,53300,79904
192440,2016-09-01,53800,54800,53200,54800,48475
192440,2016-09-02,55400,56700,55400,56300,40795
192440,2016-09-05,57500,59800,57500,58700,68635
192440,2016-09-06,58700,59400,57400,58000,54621
192440,2016-09-07,58200,58400,56000,57400,31358
192440,2016-09-08,57600,58300,53600,54100,103854
192440,2016-09-09,53300,53700,50700,51100,100877
192440,2016-09-12,51400,54100,51400,52500,78407
192440,2016-09-13,52500,53900,51500,52700,25056
192440,2016-09-19,56000,61500,55600,56500,200173
192440,2016-09-20,56700,56700,54500,55100,54512
192440,2016-09-21,55100,55100,53300,54000,52951
192440,2016-09-22,54500,55100,53800,53800,25957
192440,2016-09-23,54700,55100,53400,54300,51271
192440,2016-09-26,54000,54000,52000,53500,68975
192440,2016-09-27,53400,54500,52500,54300,29755
192440,2016-09-28,54500,54800,53700,54300,24864
192440,2016-09-29,54300,54700,54100,54400,18442
192440,2016-09-30,54200,54200,52200,52900,47383
192440,2016-10-04,52900,53300,52200,52200,26865
192440,2016-10-05,52200,52400,51200,51400,34841
192440,2016-10-06,51600,52000,50500,50700,51110
192440,2016-10-07,50700,51300,50200,50300,28493
192440,2016-10-10,50300,51600,50300,51000,23599
192440,2016-10-11,52100,52700,51300,52100,48750
192440,2016-10-12,52500,53100,51000,51400,36565
192440,2016-10-13,51500,51600,50300,50500,26535
192440,2016-10-14,50300,51300,50300,50900,22641
192440,2016-10-17,51100,51600,48300,48600,75097
192440,2016-10-18,48450,49000,47500,47900,31114
192440,2016-10-19,47400,48950,47400,48000,34093
192440,2016-10-20,48000,51500,48000,50800,62163
192440,2016-10-21,51400,51400,49050,49350,38530
192440,2016-10-24,49900,50400,48950,49350,23683
192440,2016-10-25,49050,49700,47950,48250,29853
192440,2016-10-26,47750,48700,47600,48000,19516
192440,2016-10-27,48500,51200,48500,50900,46481
192440,2016-10-28,50800,51400,50000,50800,15577
192440,2016-10-31,50900,51400,50400,51300,41872
192440,2016-11-01,50500,53400,50500,51600,59566
192440,2016-11-02,51100,51400,48600,49050,34184
192440,2016-11-03,48650,50500,48500,49700,24273
192440,2016-11-04,49100,50300,48600,49900,14452
192440,2016-11-07,50000,51000,49800,50500,13807
192440,2016-11-08,50500,50700,49350,50100,23132
192440,2016-11-09,50400,50500,45500,47800,45975
192440,2016-11-10,48200,50400,48200,50000,27027
192440,2016-11-11,49100,52000,49050,50000,30815
192440,2016-11-14,48550,49600,48050,49400,46827
192440,2016-11-15,49500,49800,48500,48500,15879
192440,2016-11-16,49400,49800,48750,49500,15085
192440,2016-11-17,49400,49750,48400,48700,29000
192440,2016-11-18,49000,49000,47500,48650,22640
192440,2016-11-21,48500,49000,47400,47850,20979
192440,2016-11-22,47800,48700,47300,47600,25262
192440,2016-11-23,47750,48400,47050,47600,14584
192440,2016-11-24,47550,51600,47500,48300,40843
192440,2016-11-25,48050,48450,47450,48250,16108
192440,2016-11-28,47950,48900,47850,48200,10479
192440,2016-11-29,48000,49350,48000,48600,17906
192440,2016-11-30,48600,49400,48200,48300,15623
192440,2016-12-01,49000,49450,47950,49100,15276
192440,2016-12-02,49200,49400,48200,48200,14938
192440,2016-12-05,47800,48150,47200,47350,15447
192440,2016-12-06,47150,48500,47150,48500,16524
192440,2016-12-07,48500,49100,48150,48150,16092
192440,2016-12-08,48150,49900,48150,49300,25795
192440,2016-12-09,49200,51500,49200,51400,35756
192440,2016-12-12,52100,53700,51700,53400,47061
192440,2016-12-13,53900,53900,52400,53600,33211
192440,2016-12-14,54500,54500,52700,54000,32083
192440,2016-12-15,53300,55200,52900,54000,33447
192440,2016-12-16,54100,54400,52900,53900,23975
192440,2016-12-19,54500,54700,52700,53100,18518
192440,2016-12-20,53000,55600,53000,55000,43435
192440,2016-12-21,55500,56000,54100,55100,22932
192440,2016-12-22,54800,55100,54300,54700,13070
192440,2016-12-23,55000,55300,54400,54800,10776
192440,2016-12-26,54800,55400,53800,54300,11219
192440,2016-12-27,54300,55200,53500,55000,17285
192440,2016-12-28,54700,55600,54700,55500,14436
192440,2016-12-29,55400,56900,55400,56900,28388
192440,2017-01-02,56800,57000,55600,56500,18718
192440,2017-01-03,56200,57000,55500,56300,16566
192440,2017-01-04,56500,56800,55100,55200,19934
192440,2017-01-05,55200,55700,54800,55500,10511
192440,2017-01-06,55500,55900,54700,55300,9904
192440,2017-01-09,55500,56000,53500,53600,16667
192440,2017-01-10,53500,54200,53200,53200,17600
192440,2017-01-11,53300,54200,53200,54000,12872
192440,2017-01-12,53800,54600,53500,54300,10273
192440,2017-01-13,54700,54900,53800,54200,8858
192440,2017-01-16,54000,54000,52400,53300,13505
192440,2017-01-17,53500,54700,53500,54000,9149
192440,2017-01-18,53300,54600,53300,54100,11176
192440,2017-01-19,54400,54700,53400,53800,9886
192440,2017-01-20,53500,54400,53200,53800,8213
192440,2017-01-23,53800,54000,52000,52300,18266
192440,2017-01-24,51900,53400,51700,51900,9942
192440,2017-01-25,51900,52900,51200,51200,14729
192440,2017-01-26,52000,52100,50800,51300,11609
192440,2017-01-31,50600,53400,50600,53400,17163
192440,2017-02-01,53400,54500,53400,53600,12701
192440,2017-02-02,53600,54500,52200,52200,15420
192440,2017-02-03,53000,53000,51800,52700,9208
192440,2017-02-06,52300,54400,52000,52000,12590
192440,2017-02-07,52800,53000,51200,52000,11043
